0,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua & Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Brazil,Brunei Darussalem,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Congo Democratic,Costa Rica,Cote dIvoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea North,Korea South,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Samoa,San Marino,Sao Tome & Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts & Nevis,St. Lucia,St. Vincent & The Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Ecuador,0.00,0.00,107748200.00,0.00,672547049.29,0.00,415658223.00,0.00,16589373.00,41117536.00,15943.00,211466.00,230842773.85,261035319.77,86402.00,5155000.00,118756475.00,0.00,12037268.99,0.00,223076921.00,61617.00,0.00,898591182.00,0.00,1310523.00,0.00,0.00,0.00,935466.00,0.00,265264504.00,0.00,3610749.72,0.00,521026983.00,2613995860.00,1910497979.00,0.00,0.00,85415407.14,48926764.00,1161392.00,13106.00,142726166.39,65889.00,16684807.00,25166833.00,0.00,0.00,8520555.00,0.00,1212361.00,3598752.00,191380660.81,0.00,133210.00,24462.00,5587.00,64843800.00,210436300.00,105586181.37,0.00,2759532.00,616449674.00,1849.00,1400487.00,2845479.25,22053886.00,17865255.23,0.00,96.00,12459597.07,0.00,8564640.00,2772000.00,0.00,172117620.00,80895859.00,0.00,1043469892.47,18187669.00,36099000.00,270836966.00,83247.00,655573144.00,787352.00,25200.00,101925750.74,0.00,116327.00,856768188.00,0.00,1243005856.54,0.00,0.00,1292243.00,128554.00,0.00,0.00,540882391.69,0.00,444177.00,15155021.00,88798.00,0.00,0.00,30651144.00,0.00,0.00,62606.00,5000.00,0.00,0.00,876730511.00,0.00,0.00,0.00,0.00,0.00,419140.00,87865.00,0.00,0.00,0.00,174063180.00,3553758.00,2446052.00,53990.00,589150.00,20059437.00,444143.00,9123914.00,0.00,235242239.32,0.00,11766166.00,926567361.00,3284615.00,17152192.00,17679702.00,3924403.00,20723652.00,118006519.00,0.00,14478283.78,3519225.97,0.00,277873.00,0.00,0.00,127867976.36,0.00,24286.00,0.00,5024916.24,34362255.00,1537975.00,2640009.00,0.00,0.00,19727528.00,0.00,762641088.00,7307131.00,518.00,42739353.78,32811386.20,34267222.00,119038987.00,3474727345.96,0.00,22522750.58,0.00,348982486.00,0.00,0.00,0.00,233307805.85,244607.00,51306105.00,0.00,0.00,1885472.00,38562951.00,2945097692.77,463111181.00,6564005738.00,10095039.00,190025561.45,0.00,1050383954.20,113422841.00,0.00,0.00,43726.00
Egypt,0.00,228363.00,764869490.00,0.00,672547049.29,0.00,1013419095.00,2385.00,530257342.00,237133427.00,24463591.00,0.00,230842773.85,261035319.77,0.00,75850000.00,1711346027.00,0.00,12037268.99,0.00,566197.00,16430679.00,1416710.00,2711858469.00,30104.00,220481268.00,32400307.22,0.00,6936.00,733085.00,3990023.00,447539762.00,0.00,3610749.72,52772252.00,17374919.00,8223921373.00,3109875.00,1493142.18,125209650.53,85415407.14,644860.00,4221527.00,84243921.00,142726166.39,27171572.00,218746617.00,205844630.00,9781840.36,0.00,1035.00,27409702.00,0.00,124218.00,0.00,6790634.21,24320276.00,44322479.00,0.00,439493315.00,2212613321.00,105586181.37,3123006.54,21793519.00,3382778322.00,5254557.00,444057004.00,2845479.25,6700305.00,17865255.23,2297272.69,0.00,12459597.07,0.00,129667.00,131623000.00,562616.00,2828652467.00,1013770090.00,1570611869.81,1043469892.47,174234714.00,206777000.00,3677232008.00,31558.00,1753111990.00,130358754.00,45545900.00,101925750.74,0.00,1309206.00,1806969903.00,0.00,1243005856.54,18418.00,0.00,54063029.00,80176545.00,0.00,5784965.87,540882391.69,0.00,53546692.00,18253876.00,751191.00,3357437.00,20161671.85,1074817937.00,0.00,353001.00,280533854.00,0.00,2271261.00,1522011.00,64223598.00,0.00,393953.00,0.00,69581114.57,166989.00,138946320.00,0.00,141598.00,0.00,25458849.33,1643474905.00,303753594.00,0.00,392.00,6591458.00,109565821.00,120959586.00,219517898.00,0.00,235242239.32,304033.00,364250.00,6977014.00,16982261.00,203364065.00,112425698.00,190020691.00,491661842.00,3212235901.00,6064.00,0.00,0.00,0.00,0.00,0.00,0.00,127867976.36,375096.00,19842698.00,6584605421.38,5024916.24,350912721.00,107223802.00,51388691.00,0.00,15869964.91,89844580.00,0.00,1381710328.00,41659945.00,53764024.00,42739353.78,32811386.20,949252636.00,700455670.00,3474727345.96,0.00,22522750.58,9066225.00,964022584.00,0.00,6174.00,0.00,233307805.85,84978676.00,3679691979.00,348116650.34,0.00,780377.00,2898249511.00,2945097692.77,1459320187.00,5485089488.00,9084071.00,190025561.45,0.00,1050383954.20,297652169.00,45748245.00,8498827.00,62117.00
El Salvador,0.00,0.00,0.00,288.00,672547049.29,0.00,30462363.00,0.00,22281958.00,6969633.00,0.00,177560.00,230842773.85,261035319.77,54727.00,5525000.00,35767672.00,270920.00,0.00,0.00,118037.00,313661.00,0.00,173353933.00,0.00,367445.00,0.00,0.00,0.00,308203.00,0.00,34723714.00,2553338.00,0.00,0.00,37712078.00,490527810.00,66516404.00,0.00,0.00,0.00,305040735.00,0.00,92159.00,142726166.39,10619.00,46767118.00,7338214.00,0.00,0.00,4916555.00,147234592.00,121077.00,0.00,0.00,0.00,1915.00,923547.00,5223.00,5520054.00,82166291.00,0.00,3123006.54,0.00,381689100.00,8413.00,240004.00,2845479.25,1110744004.00,0.00,0.00,3898.00,0.00,0.00,218307535.00,837000.00,0.00,51553944.00,12851299.00,0.00,0.00,7667581.00,4252000.00,39961788.00,55971.00,108951933.00,39955.00,0.00,0.00,0.00,612.00,114879219.00,0.00,0.00,0.00,0.00,158511.00,42428.00,21897628.89,0.00,540882391.69,0.00,284292.00,59137.00,0.00,0.00,0.00,17535017.00,0.00,0.00,0.00,0.00,0.00,76.00,608850803.00,0.00,0.00,0.00,0.00,0.00,1748384.00,0.00,0.00,0.00,25458849.33,30969955.00,4912771.00,245258629.00,0.00,0.00,184557.00,0.00,3292320.00,0.00,235242239.32,0.00,1553788.00,32959239.00,733737.00,996253.00,9155928.00,867515.00,37554.00,17279097.00,0.00,14478283.78,3519225.97,0.00,0.00,0.00,0.00,127867976.36,0.00,0.00,0.00,0.00,5388929.00,343566.00,37873.00,0.00,0.00,2825153.00,0.00,73837601.00,358842.00,76629.00,42739353.78,32811386.20,22286329.00,15630009.00,0.00,0.00,0.00,2531.00,50591290.00,0.00,0.00,0.00,233307805.85,0.00,2017891.00,0.00,0.00,0.00,5502607.00,2945097692.77,23318717.00,3065042634.00,886799.00,0.00,0.00,1050383954.20,6349744.00,0.00,0.00,0.00
Equatorial Guinea,0.00,0.00,24402.00,0.00,0.00,0.00,29579091.00,0.00,684326.00,1330854.00,2237.00,0.00,0.00,0.00,0.00,269100.00,50650399.00,0.00,0.00,0.00,0.00,0.00,0.00,90540407.00,0.00,2772139.00,0.00,0.00,40223.00,12936.00,99101682.00,10881570.00,10887.00,0.00,0.00,838968.00,361434154.00,191817.00,0.00,0.00,0.00,0.00,110772548.00,396713.00,0.00,0.00,2331355.00,1248900.00,0.00,0.00,2507.00,34675.00,0.00,0.00,0.00,0.00,0.00,5234.00,0.00,2484020.00,166843178.00,0.00,0.00,0.00,44908851.00,11834203.00,92507.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115000.00,0.00,19460794.00,4824517.00,0.00,0.00,657946.00,15906000.00,124375932.00,0.00,5576254.00,0.00,229400.00,0.00,0.00,0.00,41108443.00,0.00,0.00,0.00,0.00,272613.00,5879157.00,0.00,0.00,0.00,0.00,362014.00,13306.00,4138.00,0.00,0.00,8788885.00,0.00,135757.00,0.00,0.00,0.00,0.00,4931191.00,0.00,0.00,0.00,0.00,0.00,54243480.00,0.00,39815.00,0.00,0.00,51032541.00,2064216.00,0.00,643.00,786906.00,8742735.00,121248.00,302495.00,0.00,0.00,0.00,1944837.00,65750.00,0.00,1572789.00,54373489.00,0.00,201466.00,2307255.00,0.00,0.00,0.00,0.00,0.00,0.00,18839.00,0.00,13965964.00,4607914.00,0.00,0.00,24360623.00,1231.00,100032.00,0.00,0.00,7887386.00,0.00,382229233.00,0.00,6600.00,0.00,0.00,2926550.00,1787901.00,0.00,0.00,0.00,0.00,4519482.00,0.00,2847572.00,0.00,0.00,5526512.00,75765929.00,0.00,0.00,0.00,6969892.00,0.00,93862795.00,229761144.00,1633824.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Eritrea,0.00,0.00,0.00,0.00,0.00,0.00,316940.00,0.00,1839831.00,208517.00,0.00,0.00,0.00,0.00,0.00,0.00,19713594.00,0.00,0.00,0.00,0.00,0.00,0.00,21501620.00,0.00,22256.00,0.00,0.00,0.00,0.00,0.00,2588652.00,0.00,0.00,0.00,0.00,53531828.00,0.00,0.00,0.00,0.00,0.00,14708.00,20447.00,0.00,334568.00,536.00,1264526.00,0.00,0.00,4862.00,0.00,57769954.00,0.00,0.00,0.00,0.00,0.00,0.00,3055607.00,3931768.00,0.00,0.00,0.00,33811374.00,0.00,98368.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29063864.00,4317700.00,0.00,0.00,8328.00,1000.00,53402067.00,0.00,1243623.00,205225.00,0.00,0.00,0.00,0.00,5414699.00,0.00,0.00,0.00,0.00,0.00,132835.00,0.00,0.00,0.00,0.00,0.00,274414.00,0.00,0.00,0.00,5982904.00,0.00,0.00,101400.00,0.00,0.00,2504.00,577041.00,0.00,0.00,0.00,0.00,0.00,227727.00,0.00,0.00,0.00,0.00,3399207.00,80101.00,0.00,0.00,0.00,1408856.00,1211997.00,668879.00,0.00,0.00,0.00,0.00,0.00,0.00,41576.00,4738.00,363508.00,118904.00,347406.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1093178.00,0.00,267241.00,0.00,0.00,26324951.00,0.00,724449.00,121225.00,14563.00,0.00,0.00,7133715.00,2838255.00,0.00,0.00,0.00,182720.00,12340827.00,0.00,0.00,0.00,0.00,12249.00,5059800.00,0.00,0.00,232364.00,0.00,0.00,8337851.00,5855359.00,0.00,0.00,0.00,0.00,0.00,3807846.00,0.00,0.00
Estonia,0.00,0.00,0.00,0.00,672547049.29,0.00,9168267.00,81765.00,7628103.00,137218347.00,379366.00,0.00,230842773.85,261035319.77,0.00,485861200.00,431888479.00,0.00,12037268.99,0.00,0.00,257639.00,0.00,58018189.00,0.00,14378944.00,32400307.22,0.00,0.00,1249263.00,121785.00,22879249.00,0.00,0.00,0.00,7317891.00,1233665715.00,320495.00,0.00,125209650.53,85415407.14,166214.00,175454164.00,6681118.00,142726166.39,1783091.00,246731613.00,277171538.00,0.00,0.00,333373.00,182800.00,4630997.00,0.00,0.00,0.00,0.00,917.00,0.00,2159763759.00,423590681.00,105586181.37,3123006.54,3685654.00,2060290574.00,81039539.00,9880662.00,0.00,2250.00,17865255.23,0.00,0.00,0.00,0.00,55224.00,182801000.00,4464946.00,99721425.00,41578660.00,1570611869.81,1043469892.47,28293045.00,16380000.00,522431434.00,0.00,203933617.00,106682.00,11126500.00,101925750.74,0.00,0.00,136795299.00,0.00,1243005856.54,79146.00,53152624.56,1654011687.00,65738.00,0.00,5784965.87,540882391.69,0.00,2320680515.00,9460731.00,258252.00,735846.00,0.00,51170674.00,0.00,0.00,59721.00,2290.00,67686.00,0.00,8745161.00,0.00,3046366.00,0.00,69581114.57,70916.00,3310650.00,23094.00,12579.00,0.00,25458849.33,809701404.00,3647741.00,197916.00,0.00,2837631.00,328394296.00,3846574.00,28818586.00,0.00,235242239.32,0.00,0.00,1206568.00,3831772.00,1086530283.00,29853493.00,1702.00,51812082.00,3473698209.00,0.00,0.00,0.00,0.00,0.00,7262176969.70,0.00,127867976.36,0.00,2772903.00,0.00,5024916.24,14561394.00,66149863.00,41877957.00,0.00,0.00,26606090.00,0.00,160713748.00,3588837.00,37153.00,42739353.78,0.00,1539462264.00,131250559.00,3474727345.96,0.00,22522750.58,0.00,73424070.00,0.00,0.00,0.00,233307805.85,2502197.00,168704491.00,348116650.34,0.00,101167.00,253998451.00,2945097692.77,432183467.00,235549371.00,409515.00,190025561.45,0.00,1050383954.20,11538125.00,0.00,0.00,0.00
Ethiopia,0.00,0.00,0.00,10144.00,672547049.29,0.00,1063043.00,0.00,1960508.00,32212645.00,0.00,0.00,230842773.85,261035319.77,80.00,2006700.00,268055009.00,0.00,12037268.99,0.00,67755.00,28507.00,23513.00,55184176.00,0.00,5011004.00,32400307.22,6137.00,1341.00,4817.00,100044.00,121317285.00,0.00,3610749.72,52772252.00,169149.00,1529869658.00,746777.00,1493142.18,125209650.53,0.00,10294.00,1271813.00,225513.00,142726166.39,7158456.00,5555321.00,13952968.00,9781840.36,0.00,0.00,218236.00,41229442.00,4945.00,191380660.81,0.00,191656.00,0.00,0.00,6694158.00,104196884.00,105586181.37,3123006.54,0.00,221238200.00,497660.00,7971427.00,0.00,105433.00,17865255.23,2297272.69,0.00,0.00,0.00,0.00,9534000.00,0.00,643453613.00,30204691.00,1570611869.81,1043469892.47,18815981.00,19495000.00,338409772.00,0.00,130791351.00,31678090.00,200.00,101925750.74,0.00,58766.00,107911498.00,0.00,1243005856.54,0.00,53152624.56,189597.00,846842.00,21897628.89,5784965.87,540882391.69,0.00,45867.00,889309.00,0.00,9504.00,20161671.85,79668326.00,0.00,0.00,435971.00,0.00,0.00,195332.00,295546.00,0.00,0.00,0.00,69581114.57,0.00,18267181.00,28728.00,0.00,0.00,25458849.33,116167001.00,377354.00,0.00,2410.00,217096.00,2600115.00,426502.00,3092749.00,0.00,235242239.32,57045.00,0.00,11130.00,1495886.00,10813207.00,2439158.00,5485677.00,1097806.00,129464018.00,2198479.00,0.00,0.00,0.00,0.00,0.00,0.00,127867976.36,52715.00,11389696.00,0.00,5024916.24,3758394.00,5489031.00,680476.00,0.00,15869964.91,71387670.00,0.00,132030218.00,2541900.00,486939.00,0.00,32811386.20,31780680.00,30566980.00,3474727345.96,0.00,0.00,3121619.00,64290037.00,0.00,0.00,0.00,233307805.85,86183792.00,394770875.00,0.00,0.00,12175003.00,133453852.00,2945097692.77,163949178.00,1287417738.00,123514.00,0.00,0.00,0.00,22466208.00,9118665.00,14553.00,42101.00
Fiji,0.00,0.00,52.00,0.00,0.00,0.00,811167.00,0.00,307453030.00,122239.00,0.00,0.00,230842773.85,0.00,10.00,0.00,3376280.00,0.00,0.00,0.00,0.00,0.00,0.00,585427.00,2605.00,112859.00,0.00,2793.00,0.00,6766.00,0.00,8524693.00,0.00,0.00,0.00,2185259.00,214022661.00,157502.00,0.00,0.00,0.00,92.00,0.00,0.00,142726166.39,69894.00,217669.00,1068693.00,0.00,0.00,2086.00,313436.00,409335.00,0.00,0.00,0.00,0.00,0.00,0.00,249813.00,7958845.00,0.00,3123006.54,0.00,7167396.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.00,179000.00,0.00,38934856.00,25379024.00,1570611869.81,1043469892.47,3782118.00,2832000.00,4176398.00,14086.00,36420924.00,0.00,0.00,101925750.74,339710.00,861170.00,24208948.00,0.00,1243005856.54,0.00,0.00,0.00,42454.00,0.00,5784965.87,0.00,0.00,0.00,615.00,0.00,0.00,0.00,55204700.00,0.00,0.00,1564467.00,614031.00,0.00,12974.00,730826.00,212864.00,0.00,0.00,69581114.57,0.00,0.00,0.00,0.00,8478081.00,0.00,2693459.00,289898501.00,0.00,0.00,0.00,229935.00,611906.00,2431319.00,0.00,235242239.32,1279657.00,99300.00,1249028.00,1370108.00,100575.00,41420.00,531508.00,15553.00,23897.00,0.00,0.00,0.00,0.00,87870.00,0.00,0.00,127867976.36,0.00,0.00,0.00,0.00,654112279.00,0.00,6009.00,1822640.00,15869964.91,6494455.00,0.00,863630.00,3054592.00,200.00,0.00,32811386.20,565029.00,3193038.00,0.00,0.00,0.00,0.00,54729013.00,2763416.46,0.00,679592.00,0.00,0.00,1585121.00,0.00,8391108.00,0.00,30526.00,2945097692.77,7249358.00,55560334.00,0.00,0.00,6800309.12,0.00,18144402.00,0.00,0.00,0.00
Finland,0.00,99247.00,0.00,106302.00,672547049.29,0.00,51195000.00,35082.00,248632621.00,615817691.00,49127.00,73965.00,230842773.85,261035319.77,750.00,145407900.00,2635438653.00,0.00,12037268.99,14578438.10,96887.00,1283217.00,1507.00,624030059.00,0.00,46877355.00,32400307.22,19955195.00,0.00,1831181.00,1111073.00,455689332.00,0.00,3610749.72,52772252.00,180857170.00,7440753093.00,55345901.00,0.00,125209650.53,85415407.14,14394450.00,655232.00,30398533.00,142726166.39,2630186.00,751105706.00,2349331612.00,9781840.36,0.00,453133.00,5160323.00,17101493.00,1040914.00,191380660.81,6790634.21,2330715289.00,6865880.00,10021.00,0.00,2058150165.00,105586181.37,3123006.54,3625641.00,10417067061.00,309350.00,199427904.00,2845479.25,7029234.00,17865255.23,2297272.69,4053.00,12459597.07,126706.00,15952382.00,254439000.00,11813707.00,312573053.00,197760189.00,1570611869.81,1043469892.47,458590277.00,146017000.00,2139339447.00,23919.00,669523387.00,70607.00,526624500.00,101925750.74,0.00,148639.00,744569348.00,0.00,1243005856.54,1221745.00,53152624.56,344857766.00,446040.00,21897628.89,5784965.87,540882391.69,0.00,352873432.00,52984129.00,488274.00,547572.00,20161671.85,270874684.00,0.00,136795.00,10127758.00,4249557.00,0.00,6724886.00,100107249.00,0.00,1157409.00,0.00,69581114.57,1579180.00,8395190.00,15282617.00,190640.00,0.00,25458849.33,5541303960.00,22450027.00,9417281.00,7069.00,665342.00,2348236972.00,1560621.00,71226945.00,0.00,235242239.32,273941.00,0.00,245075296.00,115569788.00,1340350147.00,292349202.00,24040677.00,131403359.00,10606116645.00,170603.00,14478283.78,3519225.97,0.00,0.00,7262176969.70,0.00,127867976.36,807167.00,15084166.00,6584605421.38,5024916.24,167234957.00,226210534.00,65137697.00,0.00,15869964.91,341150919.00,0.00,786528585.00,12989640.00,387760.00,42739353.78,32811386.20,11014767628.00,934504767.00,3474727345.96,0.00,22522750.58,5479043.00,398115546.00,2763416.46,0.00,0.00,233307805.85,594252.00,302042547.00,348116650.34,0.00,175149.00,48150813.00,2945097692.77,2311077590.00,2554573582.00,11224616.00,190025561.45,6800309.12,1050383954.20,99719568.00,88791.00,36648.00,29400.00
France,0.00,14100949.00,6124176488.00,275975406.00,672547049.29,993116.00,396338613.00,4396650.00,1122201809.00,6991020702.00,1775643844.00,26323449.00,230842773.85,261035319.77,5856574.00,96822600.00,69591368732.00,351195.00,12037268.99,14578438.10,16724264.00,63995942.00,255240.00,4139357423.00,3326167.00,1059280537.00,32400307.22,24797186.00,2717821.00,124241516.00,369825821.00,3154235206.00,26406.00,3610749.72,52772252.00,1222679152.00,27195962720.00,306281106.00,1493142.18,125209650.53,85415407.14,101407409.00,501720226.00,184042187.00,142726166.39,13389012.00,7911709278.00,3108313753.00,9781840.36,3244555.00,29479345.00,239770275.00,1152492560.00,7950915.00,191380660.81,6790634.21,216633958.00,52625210.00,426101.00,2124640746.00,0.00,105586181.37,3123006.54,17221624.00,134000000000.00,1412382331.00,857809771.00,2845479.25,20656739.00,17865255.23,2297272.69,6594953.00,12459597.07,788483.00,53076603.00,4772456000.00,225037647.00,5020327117.00,1154891088.00,1570611869.81,1043469892.47,5585368567.00,1456203000.00,55577459302.00,16474846.00,6700951245.00,6392148.00,5632973000.00,101925750.74,0.00,2267902.00,2826790430.00,0.00,1243005856.54,3980118.00,53152624.56,179592829.00,59717182.00,21897628.89,5784965.87,540882391.69,0.00,927022165.00,2028330089.00,20202889.00,356917346.00,20161671.85,1803202867.00,26732055.00,51889621.00,378957296.00,1101664.00,122753553.00,361553093.00,1295750384.00,298560.00,30168412.00,0.00,69581114.57,3157729.00,4619484776.00,3989534.00,208744203.00,62589.00,25458849.33,47161169623.00,316356755.00,30940268.00,512256124.00,5958705873.00,10106440405.00,44695954.00,331511890.00,0.00,235242239.32,5558614.00,10059867.00,257808945.00,360856311.00,10464726779.00,6906721504.00,1534241867.00,4052581480.00,7420066389.00,2869882.00,14478283.78,3519225.97,49159.00,0.00,7262176969.70,553983.00,127867976.36,112645229.00,285201995.00,6584605421.38,5024916.24,6831703147.00,4308649614.00,1492785539.00,330096.00,15869964.91,889868590.00,0.00,46380326621.00,182191168.00,36999412.00,42739353.78,32811386.20,7688374618.00,15993801160.00,3474727345.96,0.00,22522750.58,20738270.00,1689723392.00,2763416.46,5148608.00,58.00,233307805.85,4587398627.00,6202054325.00,348116650.34,0.00,20261184.00,549457103.00,2945097692.77,34477024583.00,31953995458.00,32969940.00,190025561.45,6800309.12,1050383954.20,2163399349.00,3076742.00,4887283.00,20514.00
Gabon,0.00,0.00,2022.00,0.00,0.00,0.00,9187437.00,538045.00,3557798.00,20082384.00,11880.00,0.00,0.00,0.00,15660.00,1630700.00,202319571.00,0.00,0.00,0.00,0.00,133534.00,0.00,38135665.00,0.00,231764.00,0.00,0.00,0.00,6629562.00,81519933.00,26119869.00,0.00,0.00,0.00,526431.00,427374235.00,650369.00,0.00,0.00,0.00,979290.00,33736143.00,104728.00,0.00,64995.00,1493695.00,3269308.00,0.00,1834.00,45241.00,50.00,12256762.00,0.00,0.00,0.00,166592.00,107657.00,0.00,2534626.00,989169796.00,0.00,0.00,59837.00,104872474.00,5032164.00,1291804.00,0.00,3360.00,0.00,0.00,0.00,0.00,0.00,0.00,970000.00,10544.00,55380667.00,17916529.00,0.00,0.00,6246994.00,11603000.00,134303993.00,0.00,72356622.00,169148.00,23400.00,0.00,0.00,0.00,28023858.00,0.00,0.00,0.00,0.00,39003.00,13781421.00,0.00,0.00,0.00,0.00,348780.00,4633245.00,0.00,349444.00,0.00,24476819.00,0.00,1990.00,251734.00,0.00,0.00,18464.00,684079.00,0.00,0.00,0.00,0.00,0.00,31436349.00,1205338.00,857881.00,0.00,0.00,125530248.00,1769922.00,0.00,24683.00,15747441.00,7852052.00,148250.00,2277161.00,0.00,0.00,0.00,6647516.00,165662.00,83113.00,5719103.00,8775344.00,350787.00,12343712.00,444354.00,152509.00,0.00,0.00,0.00,0.00,0.00,59311.00,0.00,11455363.00,818571.00,0.00,0.00,23538214.00,1106370.00,16475.00,0.00,0.00,63558768.00,0.00,51771258.00,105918.00,135682.00,0.00,0.00,5420768.00,3195153.00,0.00,0.00,0.00,9508423.00,38425895.00,0.00,51888338.00,0.00,0.00,24358018.00,52511632.00,0.00,0.00,0.00,4984181.00,0.00,83676225.00,318846239.00,5182823.00,0.00,0.00,0.00,13502580.00,0.00,0.00,0.00
Gambia,0.00,0.00,1217744.00,0.00,0.00,0.00,361271.00,0.00,121951.00,793087.00,0.00,0.00,0.00,0.00,0.00,45100.00,15266923.00,0.00,0.00,0.00,0.00,0.00,0.00,75853465.00,0.00,160150.00,0.00,0.00,0.00,188401.00,29915.00,966483.00,4634.00,0.00,0.00,0.00,257513304.00,0.00,0.00,0.00,0.00,0.00,19500880.00,24200.00,0.00,32674.00,232194.00,3559929.00,0.00,0.00,0.00,0.00,5473415.00,43209.00,0.00,0.00,25482.00,44763.00,133656.00,547301.00,9444471.00,0.00,0.00,0.00,12796956.00,3193135.00,34367.00,0.00,0.00,0.00,0.00,15009.00,0.00,0.00,0.00,485000.00,0.00,57024788.00,38554052.00,0.00,0.00,1115745.00,615000.00,5336510.00,0.00,12787010.00,0.00,0.00,0.00,0.00,0.00,2326652.00,0.00,0.00,0.00,0.00,131203.00,2981715.00,0.00,0.00,0.00,0.00,572873.00,158691.00,0.00,15244.00,0.00,28826479.00,0.00,69078.00,1753985.00,0.00,0.00,0.00,61.00,0.00,0.00,0.00,0.00,0.00,10353201.00,0.00,0.00,0.00,0.00,33051572.00,183482.00,0.00,0.00,1530612.00,262139.00,128104.00,12554640.00,0.00,0.00,920640.00,506400.00,4959346.00,28940.00,3666965.00,8447861.00,0.00,187.00,29326.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91452621.00,0.00,0.00,0.00,862163.00,151584.00,23445.00,0.00,0.00,5657805.00,0.00,13330433.00,1914110.00,0.00,0.00,0.00,4905776.00,1716024.00,0.00,0.00,0.00,33695.00,18147418.00,0.00,235396.00,0.00,0.00,2680388.00,35101153.00,0.00,0.00,550.00,3217008.00,0.00,59743536.00,27410009.00,7478542.00,0.00,0.00,0.00,6600873.00,27239.00,1022.00,0.00
