0,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua & Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Brazil,Brunei Darussalem,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Congo Democratic,Costa Rica,Cote dIvoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea North,Korea South,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Samoa,San Marino,Sao Tome & Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts & Nevis,St. Lucia,St. Vincent & The Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Afghanistan,0,0,0,0,0,0,0,0,3450975,2822950,2236417,0,3285955,2534146,0,2331320,4115425,0,0,0,0,0,0,1112262,0,1891138,0,0,0,0,0,3422210,0,0,0,402093,0,804927,0,0,0,0,0,0,0,0,3013539,3548602,0,0,0,659903,1521544,0,0,0,0,0,0,3747013,3066487,0,0,866618,6029713,0,1209129,0,0,0,0,0,0,0,0,2384475,0,0,0,4702080,2509023,1732897,3600614,4205043,0,0,0,5205243,0,0,0,1482950,0,2692705,937667,0,871760,0,0,0,1259406,0,811985,0,0,0,0,3928997,0,0,0,0,0,0,0,0,1606433,0,0,0,0,0,0,0,0,4349058,2732885,0,0,0,3732587,0,0,0,0,0,0,0,2419964,2204508,346014,3789485,0,5575926,0,0,0,0,2092827,0,0,0,0,0,1124556,275364,0,0,591078,0,0,0,0,0,0,0,0,0,4704285,3280040,2806240,0,8167349,0,1271286,0,0,0,0,0,5478371,691199,0,0,4156533,6962292,5012856,7533945,0,1674473,0,385129,0,0,0,0
Albania,0,0,0,0,0,0,1491915,0,1705765,2764149,0,0,0,1535429,0,0,3486467,0,0,0,0,2629804,0,0,0,2375438,0,0,0,0,0,4636372,0,0,0,622948,0,419885,0,0,0,0,0,2504994,208952,2771629,2382603,1447045,0,0,322855,1619945,0,0,0,0,0,0,0,2147282,3371594,0,0,0,3252244,0,2554551,0,0,0,0,0,0,0,0,1940059,660749,0,0,0,0,1595733,651432,4129126,0,0,601317,0,0,0,0,0,0,0,0,0,0,0,0,0,2460544,0,414543,1968570,4692791,0,0,0,0,0,1078619,0,0,0,0,0,0,0,0,6122935,0,0,0,0,0,2800402,811078,0,0,0,2456086,0,0,0,588981,0,0,0,1459469,2221219,1146557,0,2226196,2658303,0,0,0,0,0,0,1374939,0,0,0,1318178,1483478,0,0,1901604,0,1424240,0,0,0,0,0,0,0,2883642,2841776,0,0,0,0,0,0,0,0,0,0,4167720,0,0,0,0,0,3911957,3888109,0,0,0,298511,1595097,0,0,0
Algeria,0,0,0,0,0,0,1301605,0,936975,1100779,0,0,2606110,1390438,0,930474,2146662,0,347820,0,149160,346671,0,1793095,0,1155210,1029866,0,0,455043,336711,3701146,0,714755,995465,931937,2262546,624006,0,706393,1722396,363377,0,900346,0,2046587,2168858,1748136,480404,0,314886,1068004,0,0,411190,0,0,234908,0,2585318,5227592,1331280,574483,0,6395258,132686,1778095,0,0,1589014,0,0,198252,0,126035,1297918,377693,0,0,0,3925033,1310132,3603074,5970364,71094,1183923,8654281,0,1966500,0,0,1215299,0,4902637,0,0,327364,3795541,0,813335,3317729,0,200822,1375193,0,707643,0,0,0,2716484,445680,191637,1335088,0,1419130,0,0,0,0,0,2148049,0,0,0,0,3663155,1428222,0,2142686,1647711,2192807,0,1072445,0,659003,0,185166,0,668065,1865031,1466726,2222067,696307,4470777,138669,0,0,0,0,1054950,216800,0,279522,1528688,1067560,583291,0,0,1783311,990397,1328378,0,0,0,0,2259076,301330,0,2981760,2482960,0,0,0,0,3669023,0,391690,0,394555,734191,3316206,0,0,1243121,1782426,6696764,8201393,7330678,0,0,0,731163,401781,2376590,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,2002029,737011,0,0,0,3127578,0,0,2908239,0,0,0,0,0,1374018,5107499,0,0,0,0,0,0,0,2443917,1454877,303501,0,1136238,0,410940,0,1379473,0,0,0,0,195891,540667,1149655,675513,0,0,82368,0,0,0,347300,836760,0,0,0,1068778,6456612,965041,0,0,2440216,0,0,0,0,489411,0,0,0,0,0,957896,214515,0,0,0,0,2844885,0,5362357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254523,0,0,816589,0,0,130236,0,294828,0,0,603058,0,0,0,0,0,0,0,2656154,0,0,5785956,1487276,0,0,2116295,1766954,0,0,0,0,0,0,0,2836165,0,2.49E+07,0,0,1707061,1083456,0,0,714457,0,0,0,0,0,0,277164,0,0,0,2157579,0,1380791,0,0,0,0,0,0,504669,2013129,3316993,0,0,0,2329014,0,0,0,0,0,0,0,0,0,0,0,0,8487269,1.52E+07,0,0,0,1086902,1528721,0,2.53E+07,0
Antigua & Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,813646,614833,1028479,0,2363810,0,0,0,2835401,2537347,690890,1110383,2058168,3055049,0,1119263,2965011,0,0,0,3030850,1278232,677977,5007752,0,1612353,0,0,0,527639,181638,2002124,501763,1026859,0,3450190,6572871,1568757,0,887334,536566,2129019,0,1483957,517186,3092497,2892133,1833803,0,0,1749850,2250569,2156335,910478,1078040,0,357668,0,0,3233115,7265687,716951,0,0,8690275,422287,1010977,0,1886291,1970460,319060,133440,909513,0,589033,1876832,936711,0,2942473,2043899,2130873,1997669,5310071,8278420,200384,4538760,1952676,2448085,0,0,229765,2647540,0,0,0,0,592378,3089298,0,1120203,1617680,0,1272463,2737995,760518,412463,0,0,0,0,608734,426968,1055091,570933,2284695,0,115357,0,0,591187,0,0,0,0,0,3323346,1921226,301248,0,0,3055291,0,0,0,2427319,0,4154646,6161579,2061338,3258147,2361328,1579116,2153160,5362667,0,0,0,0,103300,408361,770420,0,0,1024892,2122167,1793603,0,0,2915210,485678,1885418,0,0,0,0,709161,935154,0,4083100,3196451,3272377,0,0,1282717,5305623,302953,0,0,657978,560253,4957919,733281,0,537258,3234018,6360508,9600410,1.38E+07,6581904,639527,0,4057918,1281640,434328,0,0
Armenia,0,187776,521472,0,0,0,2408755,0,997870,994450,2190504,0,0,309775,0,1819881,1588967,0,0,0,213101,0,0,774160,0,1974783,0,0,0,212723,0,939085,152960,299651,0,599154,1832859,574974,0,592676,0,244895,0,0,0,3678763,1345398,827710,0,0,106690,779817,448826,0,0,0,885728,0,0,1374217,1646231,557368,0,5646890,1185612,0,1493643,0,0,695591,0,0,0,0,0,1137024,515941,0,0,1929626,3267111,712400,1935234,1423288,0,1647842,1446480,2943671,0,0,0,2040600,0,0,1537413,0,870980,2626196,0,0,1131955,0,1336664,647684,615590,0,0,0,0,0,349636,0,0,0,744048,0,1656552,0,560082,0,0,0,0,0,0,938862,931220,0,0,0,890796,0,0,0,598842,0,0,0,981059,1329579,837800,0,1384454,3326896,0,0,0,0,0,0,558328,0,0,0,909069,629208,0,0,844486,0,831595,0,0,0,0,0,0,0,1709550,1083115,2701500,0,1101195,0,0,0,0,0,0,0,1916557,1659832,0,731195,3713215,3261280,1449295,1496333,0,1561231,0,653821,0,576056,0,0
Australia,0,1211569,3061569,0,3189271,0,3065387,0,0,5098247,1836622,870334,0,9859770,431790,1349856,5768644,0,382579,237141,1232414,2003563,816694,4596084,3494606,3192499,440250,0,0,2504346,0,8705772,134999,1153115,274626,8111095,4.27E+07,1499673,0,2228512,2293811,804357,0,2331682,0,5462580,4850271,3269800,0,0,626925,3251303,3701642,0,615190,0,767304,0,1808249,6039659,1.26E+07,1430402,0,0,1.71E+07,901345,6875355,0,1029968,2801048,0,0,254802,0,0,3962580,1313924,0,6.54E+07,4493910,2997380,3495870,7263036,1.09E+07,0,2.57E+07,6163018,6284782,1122337,0,1054092,1.93E+07,0,0,0,574823,1283333,9164931,0,919046,2153938,0,1703959,2508865,1533502,452253,1568260,1.74E+07,0,413005,911326,332344,38843,1912181,3881992,0,728965,0,3023580,917702,0,315525,1315618,0,0,8924331,4999727,0,0,1.68E+07,5589296,0,0,0,1556888,0,337981,3285025,8863988,4836449,3656428,0,2536536,7858162,1533641,628513,0,0,0,271863,1441367,0,0,4714618,2103998,1502765,0,0,5452526,6998386,1821139,0,0,2805076,0,1017459,1407515,643029,8829533,6830188,2543577,0,0,1357624,4.45E+07,4193737,51214,0,0,301867,1.06E+07,962754,0,1482639,4126302,0,2.27E+07,3.40E+07,0,879418,3529360,3672659,2740132,965831,1505091,0
Austria,3160731,1121583,350409,0,2218979,0,0,0,4224621,0,847238,0,0,9951270,0,0,4265108,0,547920,0,264635,8894488,62136,679391,0,1195390,1043714,0,358433,1727212,0,2912167,0,474106,828605,1171088,0,188292,0,0,5124801,379538,0,2392178,0,2670404,1.72E+07,1898968,0,0,702242,439672,572085,0,431956,0,0,0,0,2656333,9794931,442293,0,0,4.57E+07,0,1195477,0,0,2790163,0,0,367467,0,0,5866425,529784,0,0,6549797,1432144,2205434,3589376,1.80E+07,0,2724557,0,7187421,0,0,0,0,0,0,0,0,503531,0,0,1270335,0,0,544478,2446898,480471,0,0,0,0,229182,331212,0,0,0,1918849,0,0,0,0,1268836,0,0,686778,0,0,3686831,1369414,0,0,0,4273823,0,0,0,446907,0,130476,0,5117550,5742011,1296516,0,2847251,5458189,868672,0,0,0,0,0,791607,0,773079,965166,1915008,1604227,0,0,6201250,921907,1326292,0,0,0,0,1043240,0,0,5349244,1.63E+07,0,0,0,0,1.15E+07,0,569481,0,0,0,1.13E+07,0,0,887915,0,0,2.14E+07,8783310,0,737187,0,1130157,1397636,656619,0,0
