0,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua & Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Brazil,Brunei Darussalem,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Congo Democratic,Costa Rica,Cote dIvoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea North,Korea South,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Samoa,San Marino,Sao Tome & Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts & Nevis,St. Lucia,St. Vincent & The Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Azerbaijan,0,0,0,0,0,0,1664005,0,2137148,3201163,0,0,0,0,0,4332307,1824268,0,0,0,0,0,0,1157156,0,2356841,0,0,0,0,0,3358500,0,0,0,772996,2676635,385664,0,943410,0,0,0,1158946,0,2899369,2629352,1376588,0,0,409705,460022,0,0,0,0,824168,0,0,3097707,3369428,0,0,0,6955907,0,1884551,0,0,751891,0,0,0,0,0,1968848,470030,0,0,3270560,1687367,1553100,6515211,3679818,0,2340535,1383620,4704473,0,0,0,2645659,0,0,1914258,0,1601546,1082300,0,0,0,0,648343,0,0,0,0,0,0,0,258120,0,0,0,850621,0,0,0,0,0,0,0,0,0,0,2842447,1737469,0,0,0,1836347,0,0,0,0,0,0,0,279567,3379300,2027391,0,1170536,5450353,0,0,0,0,0,0,769003,0,0,0,2060682,868936,0,0,1775624,0,1383511,0,0,0,0,0,0,0,2593767,2519252,0,0,0,0,867092,0,0,0,0,0,8442766,3253314,0,0,6403930,0,4092444,5064124,0,5565178,0,790030,0,0,0,0
Bahamas,0,0,0,0,0,0,0,0,871227,334448,0,0,0,0,460040,0,198245,0,0,0,193319,0,0,580206,0,173540,0,0,0,0,0,2311762,0,0,0,672836,1491195,323190,0,0,0,267175,0,0,0,314102,112880,196225,0,0,323089,788096,218805,0,0,0,0,0,0,640199,1001247,0,0,0,1504415,0,172947,2217600,0,0,0,220742,0,0,0,144813,188844,0,0,0,0,796618,884862,1859142,1044427,0,0,283498,0,0,0,1714593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147261,0,0,1303825,0,0,0,0,0,0,0,0,0,0,2080387,955597,0,0,0,360331,0,0,0,847976,0,0,0,142920,390076,271142,0,0,509094,0,0,0,0,0,0,0,0,0,336988,121942,0,0,0,634850,0,187629,0,0,2295131,0,0,0,0,698864,1809781,0,0,0,0,0,0,0,0,0,0,805667,0,0,0,0,0,1922416,2471288,0,0,0,255119,0,0,0,0
Bahrain,1530290,0,424988,0,0,0,817184,0,3016504,475945,0,0,0,2978448,0,0,452976,0,0,0,0,0,0,584054,0,420947,0,0,0,398468,0,3495850,0,241846,379257,474440,1146139,185526,0,0,413291,0,0,0,0,2332884,463077,383055,0,0,163306,0,1971963,0,0,243628,0,203584,0,655214,2204652,0,0,0,2382323,0,238607,0,0,0,0,0,0,0,0,297943,0,0,1390444,759457,1076316,774953,1057657,1185782,0,1144084,3313030,1251923,747839,0,0,1591679,0,2536758,0,0,0,2773933,0,0,1758069,0,0,0,102025,0,0,1143338,0,0,201236,209121,0,0,652977,0,0,0,0,0,0,0,0,0,121806,1165303,1393890,0,0,0,1113580,2915976,5254080,0,91401,0,0,0,5227278,357973,425871,3671628,603790,624400,0,0,0,0,711287,0,0,0,0,1131220,275471,0,0,0,820153,1113187,344504,0,0,0,0,1882002,0,0,1600353,1175121,1440144,0,0,0,2971555,0,0,0,0,0,1045792,0,0,1068557,0,4873621,1480873,2.16E+07,0,0,0,362132,1379689,2610223,0,0
Bangladesh,2233854,0,2045864,0,2949360,0,3806529,0,7684788,5287544,0,391143,5845393,0,350216,1043237,5882332,434426,0,1463861,875723,0,476504,4877550,2425161,3585869,0,4997869,318230,3263432,291918,8401392,0,485743,0,2049617,1.33E+07,1242828,0,1503709,2167158,738657,0,836141,0,5190153,3683479,3877109,0,0,1053470,1316640,7037949,0,318265,0,201475,0,1837012,5885982,9039339,256772,0,0,8689754,347057,5586047,0,600896,271897,0,402439,339132,0,350100,2542183,1242557,3.81E+07,7697323,1966901,1298016,3617042,4241074,1.18E+07,556086,9522318,7685124,1505434,0,0,1120199,1.03E+07,0,7767138,0,972382,679772,9083730,0,1944186,3793270,0,1442151,2369557,0,1197105,0,1.39E+07,2.87E+07,887628,1179632,1066539,992518,2977707,3739484,0,290185,0,819407,407324,2075986,0,0,0,2493158,6607668,5620943,0,554502,0,5364452,1.81E+07,3.57E+07,0,1899785,0,721791,0,5308311,4169029,4406585,1.06E+07,2091455,6987442,648014,0,0,0,5.73E+07,441958,524649,0,671509,5948584,1304681,757196,4207465,0,3462142,1098352,2318237,0,0,1805778,0,1394035,848202,0,8122810,7703211,1722143,0,0,1432314,1.15E+07,2115187,224129,0,820444,1283541,7641833,0,0,2513509,1737694,1.17E+07,9227776,1.48E+07,264992,416646,0,1872460,7108923,512603,180670,0
Barbados,0,0,0,0,0,0,0,0,142738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215922,0,0,0,0,0,0,0,655914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160871,0,0,0,0,0,0,0,0,629246,0,0,0,0,0,0,2572788,0,0,0,332827,0,0,0,0,0,0,0,0,0,147855,0,344637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230230,525332,0,0,0,80438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118564,0,0,0,0,3915603,0,0,0,0,205917,463840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217665,1945566,0,0,0,0,0,0,0,0
Belarus,2475549,0,1719766,0,0,0,2759646,0,2499505,3804193,5128467,0,0,0,0,0,4361140,0,0,0,0,0,0,0,0,3388087,0,0,0,0,0,3391183,0,0,0,0,0,0,0,0,0,0,0,0,0,4173229,5940806,2933501,0,0,0,683740,1550747,0,0,0,3474151,0,0,3890401,7456667,0,0,0,1.39E+07,0,3338362,0,0,0,0,0,0,0,0,3183930,1733625,0,0,2217815,0,2339480,5790801,9118349,0,0,0,6326710,0,0,0,0,0,0,2626669,0,1.00E+07,0,0,0,0,0,1.16E+07,1242238,0,0,0,0,0,0,605438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336041,1692173,0,0,0,4072818,0,0,0,0,0,0,0,0,1.01E+07,3225006,0,0,1.67E+07,0,0,0,0,0,0,1280492,0,0,0,3302066,2207993,0,0,2015155,0,3559401,0,0,0,0,0,0,0,6253206,4651261,0,0,0,0,0,0,0,0,0,0,3356376,5537463,0,0,1.25E+07,0,2839212,9402377,0,0,0,0,0,0,0,0
Belgium,1334797,290963,1748488,0,2672926,0,1602631,0,3112550,3035771,0,265598,0,5082698,0,0,0,0,1921170,0,1045685,1646102,0,0,0,1700171,1250979,0,984638,1182888,0,4218023,0,846896,869823,473195,0,1217207,0,1336827,1.84E+07,938175,0,1083899,0,3284572,3094970,2454644,0,0,1792159,980295,926255,0,1161378,0,0,587922,0,2693408,4.29E+07,1631008,1091191,0,1.40E+07,514207,6923561,0,0,7851639,0,0,0,0,119171,3275279,626596,0,0,4456464,1881071,5625928,1.14E+07,2.20E+07,0,1291099,852377,2710434,0,0,0,0,0,0,0,0,533815,4930348,0,1096515,1804949,0,969913,3753908,946899,140231,0,0,0,1108977,358512,0,382619,0,5352194,0,0,0,0,628980,0,0,0,0,0,1.49E+07,1450446,0,1745763,2936261,4539501,0,0,0,821672,0,331530,0,2857192,5934510,4648814,0,3823522,1590374,5103746,0,0,0,0,348328,908278,0,1299183,0,1229848,900255,0,0,4328244,697595,1398010,0,0,0,0,1716774,0,0,6562894,9505600,0,0,0,1503593,1.12E+07,0,3040150,0,0,0,1.04E+07,0,0,1857448,0,4553826,2.18E+07,3.55E+07,0,415713,0,896338,968087,0,1359158,0
Belize,0,0,0,0,0,0,0,0,336997,352856,0,142382,0,0,0,0,0,0,0,0,1015799,0,0,208390,0,0,0,0,0,0,0,952668,0,0,0,0,0,130983,0,0,0,485970,0,0,0,0,0,101328,0,0,255693,158907,0,931483,0,0,0,0,0,0,292747,0,0,0,884538,0,89174,0,1270593,0,0,0,0,0,286413,0,0,0,0,0,0,84422,0,420173,102038,0,0,0,0,0,0,0,0,0,0,0,0,187884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254222,0,0,0,0,0,0,0,0,0,0,381192,330066,0,0,0,241948,0,0,0,477958,0,0,0,0,0,46230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208490,0,91712,0,0,0,0,0,0,0,334421,565750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595560,3554202,0,0,0,359180,0,0,0,0
Benin,0,0,0,0,0,0,0,0,881576,932099,0,0,0,0,0,0,1913983,0,0,0,0,0,0,0,0,543382,2391814,0,0,0,0,2751874,0,1379633,0,0,0,0,0,3428289,0,0,0,0,0,0,917831,1060811,0,0,331463,0,0,0,0,0,0,0,0,0,5354396,3031234,0,0,3327484,7019331,0,0,0,0,0,0,0,0,0,590980,0,0,0,0,0,1105901,0,3534854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294924,0,0,0,0,0,0,0,0,0,0,0,0,1735566,0,0,0,0,0,0,0,0,0,0,0,0,1918233,0,0,6012727,6284935,0,0,0,0,0,0,0,0,0,0,643727,0,0,0,0,0,0,958417,0,0,0,0,2735580,0,600522,0,0,0,758235,0,1233058,0,0,0,0,0,0,0,1129322,2215730,0,0,0,0,0,0,1.33E+07,0,0,0,0,0,0,0,0,0,0,3334180,0,0,0,0,0,0,0,0
Bhutan,0,0,0,0,0,0,0,0,678200,7628,0,0,2282185,787423,0,0,173768,0,0,0,0,0,94890,237636,0,96052,0,0,0,0,0,645169,0,0,0,162460,1566876,0,0,0,0,0,0,0,0,269983,0,42836,0,0,0,0,0,0,0,0,0,0,0,191355,241047,0,0,0,770947,91518,195938,0,0,0,0,0,0,0,0,28266,0,4318229,0,0,0,149444,998396,404938,0,1379389,805361,0,0,0,0,1165736,0,0,0,0,0,509896,0,0,435307,0,0,0,0,139152,0,2832600,825297,0,0,0,0,746722,40238,0,0,0,0,0,0,420186,0,0,1126445,338247,883959,0,0,0,229193,2624671,1004100,0,119959,0,0,0,273714,0,283698,906000,0,435549,0,0,0,0,128234,0,0,0,0,1393990,0,0,0,0,92654,0,0,0,0,0,0,560154,0,0,484055,355544,0,0,0,594608,0,0,0,0,0,0,59367,0,0,184180,0,4382011,403617,7349115,0,0,0,0,311600,0,898357,0
Bolivia,0,0,0,0,0,0,5884862,0,2479836,2357815,0,0,0,2021983,0,0,0,0,0,0,0,0,0,3538049,0,731186,0,0,0,0,0,2115592,0,0,0,3698571,0,1459685,0,0,702883,1819606,0,0,0,969234,2127120,1733554,0,0,1054746,2326606,0,0,0,0,0,0,0,2686967,3460419,0,0,0,3660344,0,826042,0,1488233,627357,0,0,0,0,730508,1446059,479117,0,0,0,0,1068967,1593720,5119686,0,0,689976,1534667,0,0,0,0,0,0,0,0,0,2871211,0,245683,0,0,275198,0,0,0,0,0,0,0,0,0,0,0,2109686,0,0,0,0,0,0,0,0,0,0,2079015,2011194,0,0,0,2877776,0,0,0,2030504,0,2594076,1423294,2263875,1671022,1455089,0,0,2121221,0,0,0,0,0,0,152365,0,0,0,867431,414121,0,0,1586582,0,1807436,0,0,0,0,0,0,0,4190532,3404705,0,0,0,0,0,0,0,0,0,0,979514,0,0,0,0,0,1397128,1.21E+07,0,0,0,4389512,0,0,0,0
Bosnia & Herzegovina,0,3306430,0,0,0,0,0,0,1347348,2546984,0,0,0,1117666,0,462535,2787866,0,0,0,0,0,0,1632534,0,1281349,0,0,0,0,0,1907416,0,0,0,581936,0,114612,0,0,0,0,0,3397984,0,2197528,2920059,2551615,0,0,0,432332,1315637,0,0,0,0,0,0,1836401,4479849,0,0,0,5634026,0,996852,0,0,0,0,0,0,0,0,2556271,605773,0,0,0,0,1656034,1630456,8972726,0,491345,2700948,696190,0,0,0,0,0,0,0,0,226694,0,0,0,2991680,0,0,2675518,3615766,0,0,0,0,0,523721,0,0,0,358404,0,0,0,0,2545706,0,0,0,0,0,3206488,1064520,0,0,0,2776477,0,0,0,108573,0,0,0,0,2968788,779043,0,1690186,3614644,0,0,0,0,0,0,6619348,0,0,0,2289080,3992527,0,0,1828240,0,772105,0,0,0,0,0,0,0,5107570,5697984,0,0,0,0,0,0,0,0,0,0,4933726,0,0,0,1653158,0,2730318,4054320,0,0,0,610510,0,0,0,0
